job_id,job_title,required_skills,min_years_experience,max_years_experience,salary_min,salary_max,salary_currency,job_location,remote_allowed,job_posted_date,company_size,industry
1457,Principal Engineer,Svelte|Agile|MySQL|Communication|Agile|REST API,9.0,15.0,140000,183000,USD,Remote,No,2023-07-02,201-1000,Manufacturing
1458,Data Analyst,Scikit-learn|JSON|XGBoost|dbt|XGBoost|Scikit-learn|Tableau,5.0,7.0,60000,84000,USD,Madrid,No,2023-08-26,201-1000,SaaS
1459,Software Developer Intern,Agile|CICD|Go|CICD|Vue|HTML|Scrum,1.0,6.0,1260000000,1680000000,IRR,Manchester  ,No,2023-01-04,201-1000,Media
1460,Data Scientist,PySpark|PySpark|NumPy|SQL|LightGBM|Python|Spark,4.0,8.0,60000,84000,USD,Karaj,No,2023-10-12,1000+,Logistics
1461,Junior Data Analyst,PyTorch|Pandas|YAML|REST API|XGBoost,1.0,3.0,36000,46000,USD,Vancouver,Hybrid,2023-11-13,201-1000,InsurTech
1462,Junior Backend Developer,Spring|Linux|Kafka,0.0,5.0,1260000000,1460000000,IRR,Madrid,Hybrid,2024-05-29,1000+,Automotive
1463,Data Analyst,NumPy|SQL|Tableau,3.0,8.0,56000,70000,EUR,Sydney,No,2023-11-24,201-1000,AdTech
1464,Principal Engineer,Express|YAML|Vue,9.0,15.0,140000,170000,USD,Istanbul,No,2023-02-25,1000+,Fintech
1465,Full Stack Developer,Git|FastAPI|SASS|Redis|Express|JSON|Problem-Solving,2.0,8.0,97000,128000,USD,Isfahan,Yes,2023-09-16,51-200,Blockchain
1466,Tech Lead,Scrum|Django|Svelte|TypeScript|Express|YAML|Kafka|Python,10.0,14.0,130000,172000,EUR,Tabriz,Yes,2023-07-29,,Fintech
1467,Solutions Architect,,,8.0,60000,76000,USD,Madrid,No,2023-12-08,1000+,Automotive
1468,Junior Web Developer,REST API|Svelte|RabbitMQ|Node.js|Webpack,1.0,,36000,52000,USD,Seattle,Hybrid,2024-07-26,51-200,InsurTech
1469,Solutions Architect (Senior),JSON|Tailwind|Tailwind|CICD,6.0,,5620000000,7060000000,IRR,Tokyo,No,2024-04-12,,Retail
1470,Junior Full Stack Developer,Docker|Redis|Docker|Go|CICD|SASS|Svelte|Tailwind,0.0,2.0,32000,45000,USD,Hamburg,,2024-11-04,201-1000,Retail
1471,Principal Engineer,Scrum|Redux|Linux|Svelte|Kubernetes|CICD|PostgreSQL,14.0,,5880000000,7800000000,IRR,Berlin,No,2024-09-07,1-10,Travel
1472,DevOps Engineer,Docker|AWS|Git|Linux|RabbitMQ|Grafana,4.0,8.0,62000,78000,USD,Toronto,Yes,2023-12-21,51-200,LegalTech
1473,Junior Data Analyst,PySpark|Tableau|GraphQL|Scikit-learn|CICD|Testing|NumPy,0.0,,30000,43000,USD,Munich  ,Hybrid,2024-11-26,201-1000,Telecom
1474,Senior DevOps Engineer,GitLab-CI|Ansible|Testing|Docker|Azure|Kubernetes|Docker|Linux,9.0,15.0,122000,171000,USD,Tabriz,Hybrid,2023-06-02,201-1000,AI/ML
1475,Director of Engineering,Linux|JSON|GraphQL,8.0,13.0,204000,283000,EUR,Tokyo,Yes,2024-11-06,201-1000,LegalTech
1476,VP Engineering,Webpack|Spring|YAML|Svelte|Java|Flask,8.0,14.0,5880000000,7990000000,IRR,Istanbul,Yes,2024-03-28,201-1000,Telecom
1477,Engineering Manager ,Flask|Java|Linux|Docker|REST API|Communication|Scrum|Agile,12.0,16.0,195000,282000,USD,Boston,Yes,2023-06-20,11-50,LegalTech
1478,Engineering Manager,Problem-Solving|REST API|Kafka|Communication,13.0,15.0,6970000000,9520000000,IRR,Sydney,Yes,2023-07-30,1000+,Fintech
1479,junior web developer,MongoDB|Webpack|Flask|Java,1.0,5.0,30000,39000,USD,Madrid,No,2024-03-10,11-50,Cybersecurity
1480,Junior Web Developer,CSS|TypeScript|CICD,2.0,6.0,28000,35000,EUR,Munich,Yes,2024-12-19,1000+,Manufacturing
1481,CTO,Testing|CICD|MySQL|Git,12.0,16.0,5880000000,8210000000,IRR,Manchester,Hybrid,2023-07-16,201-1000,Automotive
1482,Senior Backend Developer,Git|PostgreSQL|Python|Kafka|PostgreSQL|Java|GraphQL,9.0,14.0,93000,123000,EUR,Manchester,No,2023-10-29,11-50,LegalTech
1483,Web Developer,Vue|Java|Communication|Redis|Angular|Svelte|JavaScript,2.0,8.0,3550000000,4960000000,IRR,Istanbul,No,2024-07-13,51-200,AdTech
1484,Director of Engineering,MongoDB|JavaScript|YAML|TypeScript|Node.js,12.0,16.0,140000,176000,USD,Mashhad,No,2023-07-22,1000+,AdTech
1485,Backend Developer,Python|RabbitMQ|Node.js|MongoDB|Node.js|MySQL,2.0,4.0,56000,65000,EUR,Mashhad,No,2023-08-11,201-1000,AdTech
1486,Head of Data,Agile|RabbitMQ|Next.js|Redux|MySQL,11.0,16.0,167000,230000,USD,London,No,2024-02-29,201-1000,Retail
1487,Engineering Manager,GraphQL|Flask|Testing|Linux,12.0,15.0,177000,225000,USD,Tabriz,Yes,2023-08-23,1000+,Media
1488,Junior Web Developer,Angular|Python|Spring|JavaScript|Angular|MongoDB,1.0,6.0,35000,46000,USD,MANCHESTER,Hybrid,2023-05-06,201-1000,E-commerce
1489,Tech Lead,PostgreSQL|MySQL|Agile|JSON|Testing|Agile|GraphQL|Redis,12.0,16.0,130000,163000,EUR,Madrid,No,2023-08-23,11-50,Travel
1490,Data Analyst,Agile|REST API|Python,3.0,7.0,4200000000,5600000000,IRR,Austin,No,2024-01-30,11-50,Energy
1491,Junior DevOps Engineer,Kubernetes|Docker|MySQL|AWS,,8.0,44000,54000,USD,Austin,No,2023-02-01,51-200,AdTech
1492,Junior Software Engineer,Communication|TypeScript|Express|JSON,0.0,4.0,40000,52000,EUR,Tabriz,Yes,2024-12-14,,Education
1493,Data Analyst,Pandas|TensorFlow|Airflow|Scikit-learn,4.0,7.0,69000,99000,USD,Singapore,No,2023-12-02,51-200,Real Estate
1494,Junior Frontend Developer,Next.js|JSON|JavaScript|Svelte|REST API|JavaScript|Redux,0.0,,1590000000,2170000000,IRR,Tehran  ,No,2023-05-05,51-200,Manufacturing
1495,CTO,HTML|C#|Express|PostgreSQL|JavaScript|Communication|RabbitMQ,11.0,16.0,182000,242000,USD,Shiraz,No,2024-03-15,51-200,AdTech
1496,Director of Engineering,CICD|Testing|Spring,10.0,14.0,130000,155000,EUR,Remote,No,2024-09-11,1000+,LegalTech
1497,Senior Frontend Developer,Next.js|Webpack|Next.js|Webpack|Testing|CSS,10.0,14.0,157000,216000,USD,Singapore,Hybrid,2024-09-27,201-1000,Travel
1498,Solutions Architect,Scrum|CICD|YAML|RabbitMQ|Kubernetes|PostgreSQL|Flask,2.0,8.0,60000,82000,USD,Manchester,Hybrid,2024-03-17,11-50,AdTech
1499,Solutions Architect (Senior),Communication|Java|GraphQL,6.0,,100000,135000,USD,Karaj,Hybrid,2024-02-08,1-10,LegalTech
1500,DevOps Engineer,GitLab-CI|GCP|Terraform|Nginx,3.0,6.0,2520000000,3480000000,IRR,Seattle,No,13/09/2023,201-1000,Healthcare
1501,Senior ML Engineer,Problem-Solving|dbt|dbt|Python,,5.0,6380000000,8500000000,IRR,Qom,No,2024-05-17,11-50,Cybersecurity
1502,Junior DevOps Engineer,Jenkins|Terraform|Grafana|GCP|AWS|Docker|Terraform|Jenkins,2.0,8.0,1260000000,1540000000,IRR,Tehran,No,2024-03-27,,Cybersecurity
1503,Sr. Frontend Developer,GraphQL|JavaScript|JavaScript|Svelte,9.0,14.0,4200000000,5270000000,IRR,Seattle,No,2023-10-18,51-200,Transportation
1504,Engineering Manager,GraphQL|Kafka|Communication|Python|PostgreSQL,13.0,15.0,220000,313000,USD,Hamburg,No,2024-07-06,201-1000,Cybersecurity
1505,Junior Software Engineer,GraphQL|React|REST API|Scrum|SASS|Communication|CICD,0.0,3.0,39000,50000,USD,Sydney,No,2024-06-20,,Real Estate
1506,Junior Full Stack Developer,SASS|Git|Angular|Spring|JSON|Spring|MySQL|Redis,1.0,5.0,30000,40000,USD,Amsterdam,No,2024-10-27,11-50,Healthcare
1507,Senior DevOps Engineer,GitLab-CI|Grafana|Jenkins|GitLab-CI|Nginx,8.0,12.0,110000,135000,EUR,Munich,No,2024-01-30,51-200,InsurTech
1508,Senior Backend Developer,Express|Problem-Solving|PostgreSQL|Agile|Go|GraphQL,7.0,12.0,123000,154000,USD,Tabriz,Yes,2024-05-28,51-200,Automotive
1509,Director of Engineering,,10.0,13.0,204000,271000,EUR,Mashhad,No,2024-12-03,51-200,AI/ML
1510,Junior Data Analyst,TensorFlow|LightGBM|Git,2.0,5.0,30000,35000,usd,Tehran,No,2024-06-04,51-200,Retail
1511,Junior Web Developer,CSS|TypeScript|HTML|Go|Angular|Vue|CSS,1.0,7.0,30000,35000,USD,Seattle,No,2024-04-08,11-50,Retail
1512,Senior DevOps Engineer,GCP|CICD|GCP|Nginx|Ansible|Linux,7.0,12.0,96000,125000,EUR,Tabriz,Hybrid,2024-10-31,201-1000,InsurTech
1513,Junior Full Stack Developer,React|Communication|REST API|Redux|Angular|Webpack,2.0,7.0,32000,43000,EUR,Paris,Yes,2024-07-03,51-200,Travel
1514,Tech Lead,TypeScript|Python|Node.js,15.0,17.0,130000,186000,EUR,Istanbul,Yes,2023-11-17,201-1000,Gaming
1515,Junior Software Engineer,CICD|Linux|YAML|JavaScript|CICD,1.0,5.0,28000,40000,EUR,Tabriz,No,2024-03-03,11-50,Logistics
1516,SENIOR DATA SCIENTIST,NumPy|dbt|NumPy|Spark|LightGBM|CICD|SQL|TensorFlow,,,106000,127000,USD,Sydney,Hybrid,2024-09-01,,Telecom
1517,VP Engineering,Git|Tailwind|Communication|HTML|JavaScript,11.0,14.0,140000,197000,USD,Austin,Yes,2024-10-17,51-200,Logistics
1518,Software Developer Intern ,CICD|JSON|Agile,1.0,4.0,28000,37000,EUR,New York,No,2024-10-06,,Education
1519,Solutions Architect (Senior),Problem-Solving|Express|Kubernetes|Linux|Communication,5.0,10.0,153000,196000,USD,Tokyo,Yes,2023-09-10,51-200,E-commerce
1520,Junior Web Developer,C#|Vue|Angular|FastAPI|Webpack|Scrum|Redux|Git,1.0,7.0,32000,46000,EUR,Tokyo,No,2023-07-05,1-10,Education
1521,Junior Data Analyst,Pandas|Agile|Tableau|Problem-Solving|LightGBM|YAML|Airflow|Spark,0.0,2.0,28000,39000,EUR,Karaj,No,2024-11-20,11-50,Fintech
1522,Web Developer,Flask|MongoDB|Angular|Angular|Angular,3.0,8.0,60000,84000,USD,dubai,Yes,2023-06-10,1000+,Media
1523,Head of Data,JavaScript|CICD|JSON|GraphQL|Kubernetes|PostgreSQL|Kafka,11.0,14.0,180000,244000,usd,Toronto,No,2024-11-12,1000+,Real Estate
1524,Senior Backend Developer,C#|Kafka|Django|Kubernetes|CICD|Express,10.0,15.0,93000,130000,EUR,Amsterdam,No,2024-12-29,1000+,Telecom
1525,Junior DevOps Engineer,GCP|Terraform|Kubernetes|GitLab-CI|Terraform|GitLab-CI|GCP|Terraform,0.0,2.0,28000,35000,EUR,Vancouver,No,2024-05-26,51-200,Travel
1526,JUNIOR BACKEND DEVELOPER,Testing|PostgreSQL|Node.js|Django|MongoDB|Spring,2.0,,30000,43000,USD,Istanbul,Hybrid,2023-05-11,1000+,Logistics
1527,Engineering Manager,REST API|Java|Communication|Linux|Express|Agile,12.0,17.0,140000,187000,USD,Austin,No,2024-05-13,201-1000,Education
1528,Database Administrator,React|Agile|Redux|MySQL|Git|TypeScript|SASS,4.0,10.0,60000,83000,USD,Vancouver,No,2024-03-18,51-200,Logistics
1529,Solutions Architect,Python|JavaScript|RabbitMQ|Next.js|React|Communication|Communication|CSS,5.0,11.0,68000,79000,USD,Austin,No,2023-01-05,201-1000,Retail
1530,Junior Frontend Developer,HTML|CICD|CSS|React,0.0,3.0,30000,37000,USD,Istanbul,No,2023-05-27,1000+,Travel
1531,CTO,Tailwind|JavaScript|Testing|CICD,10.0,13.0,140000,189000,USD,shiraz,Yes,2024-03-16,51-200,Blockchain
1532,Junior ML Engineer,Scikit-learn|dbt|Power BI|Scikit-learn|Spring|TensorFlow,1.0,7.0,42000,51000,USD,London,No,2024-03-13,1000+,Blockchain
1533,DevOps Engineer,JSON|GCP|Ansible,5.0,10.0,68000,93000,USD,Tokyo,No,2023-05-19,11-50,Cloud
1534,Director of Engineering,Agile|React|Python|Linux|MongoDB|Flask|Linux|JSON,10.0,13.0,140000,175000,USD,Qom,No,2023-08-10,201-1000,Telecom
1535,Junior Backend Developer,Kafka|Java|Django|Scrum,2.0,4.0,28000,39000,EUR,Remote,No,2023-12-23,51-200,AI/ML
1536,junior backend developer,Go|RabbitMQ|MongoDB|PostgreSQL|Flask|Agile|Express|Communication,1.0,7.0,1260000000,1700000000,IRR,London,No,2024-01-17,51-200,IoT
1537,Junior ML Engineer,Python|NumPy|Kafka|Node.js|Scikit-learn|R,0.0,6.0,30000,40000,USD,Dubai,Hybrid,2023-07-26,51-200,Automotive
1538,Junior Backend Developer ,Linux|Kubernetes|FastAPI|Node.js|MySQL|Django|RabbitMQ|REST API,0.0,,30000,41000,USD,Austin,No,2023-04-12,11-50,Media
1539,Principal Engineer,REST API|GraphQL|JSON,14.0,20.0,220000,260000,USD,London,No,04/09/2024,11-50,Real Estate
1540,DevOps Engineer,Express|Kubernetes|GitLab-CI,4.0,8.0,2860000000,4120000000,irr,Singapore,Yes,2024-09-14,51-200,Transportation
1541,Software Engineer,REST API|Tailwind|GraphQL|Git|Vue,4.0,6.0,56000,74000,EUR,Toronto,Yes,2023-08-21,,Transportation
1542,DevOps Engineer,Kubernetes|Kafka|AWS,5.0,8.0,3310000000,4610000000,IRR,Shiraz,Yes,2023-07-11,,Healthcare
1543,Software Developer Intern,Communication|Git|REST API|Flask,2.0,8.0,31000,45000,USD,Vancouver,Yes,2023-11-19,201-1000,InsurTech
1544,Software Developer Intern,JSON|MySQL|Svelte|RabbitMQ|Redis,2.0,4.0,37000,49000,USD,Madrid,No,2023-09-18,201-1000,AdTech
1545,CTO,JavaScript|TypeScript|Linux|Svelte|Communication|Problem-Solving|SASS,14.0,16.0,208000,256000,USD,Istanbul,,2023-10-02,11-50,Travel
1546,Database Administrator,GraphQL|Git|Agile|Node.js|CICD|Scrum,4.0,7.0,60000,71000,USD,Vancouver,No,2023-06-16,,Retail
1547,Data Analyst,Power BI|Scrum|Airflow|Power BI|Agile|Tableau|Agile,3.0,8.0,2520000000,3570000000,IRR,Munich ,No,2023-06-17,201-1000,Transportation
1548,Database Administrator,Spring|Node.js|RabbitMQ|Scrum|YAML,4.0,8.0,60000,83000,USD,Seattle,Yes,2023-03-21,51-200,Manufacturing
1549,DevOps Engineer,Jenkins|Grafana|Django,2.0,6.0,56000,79000,EUR,Isfahan,Yes,2024-12-08,51-200,Travel
1550,ML Engineer,Kubernetes|PySpark|Scikit-learn|XGBoost|XGBoost|Airflow|RabbitMQ,4.0,6.0,56000,80000,EUR,Remote,Yes,2023-11-10,51-200,AI/ML
1551,Software Engineer,Webpack|Communication|Django|Linux|CICD|JSON,4.0,8.0,76000,93000,USD,Boston,No,2024-01-11,201-1000,Gaming
1552,Software Engineer,YAML|Next.js|GraphQL|Django|Communication|GraphQL|SASS,3.0,9.0,2520000000,3000000000,IRR,Shiraz,Yes,2024-10-22,11-50,Retail
1553,Junior DevOps Engineer,GitLab-CI|Prometheus|AWS|Grafana|GCP,1.0,5.0,30000,38000,USD,San Francisco,Hybrid,2023-03-20,11-50,Energy
1554,CTO,React|Angular|Flask|SASS|Git|CICD,12.0,,140000,187000,USD,Tehran,No,2024-02-03,51-200,Telecom
1555,Junior Software Engineer,Docker|GraphQL|YAML,2.0,7.0,49000,60000,USD,austin,No,2024-03-24,1000+,SaaS
1556,Sr. Software Engineer,GraphQL|Agile|JSON|YAML,9.0,11.0,4200000000,5860000000,IRR,Munich,Yes,2024-02-05,1000+,Cloud
1557,Senior DevOps Engineer,Nginx|GitLab-CI|Ansible|Azure|Django|Docker|Git|CICD,5.0,9.0,100000,141000,USD,Karaj,Hybrid,2023-08-17,,Retail
1558,Senior ML Engineer,Testing|TensorFlow|RabbitMQ|PostgreSQL|Power BI,6.0,12.0,100000,132000,USD,New York,Hybrid,2023-01-30,1000+,Logistics
1559,Senior Frontend Developer,,10.0,13.0,108000,125000,EUR,Tehran,Yes,2024-07-02,,AdTech
1560,Senior Backend Developer,Node.js|Docker|MySQL,10.0,15.0,131000,186000,USD,Madrid,Hybrid,2024-01-01,11-50,Gaming
1561,Software Developer Intern  ,CICD|Agile|REST API|Express,1.0,4.0,1260000000,1510000000,IRR,Manchester,Yes,2023-10-28,11-50,Gaming
1562,Web Developer,Svelte|SASS|Redux|Problem-Solving|JavaScript|Tailwind,5.0,9.0,63000,86000,USD,Istanbul,Hybrid,2023-09-16,1-10,Gaming
1563,Senior Backend Developer,Redis|RabbitMQ|Java|Go|Kafka,6.0,12.0,93000,116000,EUR,Vancouver,No,2024-09-28,201-1000,Media
1564,Principal Engineer,YAML|JavaScript|React|Git|Scrum|CICD|JSON,8.0,,151000,189000,USD,Tabriz,No,2024-08-07,51-200,Biotech
1565,CTO,CICD|Kafka|CSS|SASS,10.0,14.0,209000,294000,USD,Mashhad,No,2023-06-21,51-200,Travel
1566,Junior DevOps Engineer  ,GitLab-CI|AWS|Ansible|AWS,1.0,4.0,28000,36000,EUR,Dubai,Yes,2023-02-12,51-200,AdTech
1567,Data Scientist,LightGBM|R|Airflow|PyTorch|PyTorch|Linux|PyTorch|LightGBM,5.0,7.0,56000,68000,EUR,Seattle,No,2023-03-31,,AI/ML
1568,Full Stack Developer,CSS|Kafka|RabbitMQ|Svelte|RabbitMQ|RabbitMQ|Vue|Redis,5.0,9.0,94000,128000,USD,San Francisco,Hybrid,2023-08-02,51-200,InsurTech
1569,Junior Full Stack Developer,Redux|Vue|Redux|PostgreSQL|MySQL|Flask,0.0,3.0,30000,35000,USD,Isfahan,Hybrid,2024-10-30,201-1000,Manufacturing
1570,Senior Backend Developer,,8.0,13.0,113000,131000,USD,Shiraz,Hybrid,2023-04-19,11-50,Travel
1571,Solutions Architect,Node.js|RabbitMQ|SASS|YAML|GraphQL,3.0,,60000,78000,USD,VANCOUVER,No,2023-06-22,201-1000,Real Estate
1572,Engineering Manager,Django|Kubernetes|Spring|JSON|Kubernetes|YAML|Linux,12.0,14.0,140000,171000,USD,Istanbul,No,2024-10-01,201-1000,Telecom
1573,Database Administrator,Scrum|Python|Git|Communication,4.0,10.0,60000,87000,USD,Tehran,No,2023-12-05,201-1000,LegalTech
1574,Junior Data Analyst,Tableau|R|LightGBM|REST API|Power BI|NumPy,1.0,7.0,28000,37000,EUR,Isfahan,Yes,2024-12-08,11-50,Biotech
1575,SENIOR FULL STACK DEVELOPER,Vue|Webpack|Angular,,14.0,100000,134000,USD,Munich,Yes,2023-03-31,201-1000,Biotech
1576,Head of Data,React|JSON|Svelte|REST API,13.0,15.0,220000,284000,USD,Isfahan,Yes,2024-06-17,1000+,Automotive
1577,Senior Software Engineer,Angular|Git|YAML|Scrum|REST API|Testing|Scrum,8.0,12.0,100000,122000,USD,Isfahan,No,2023-04-30,11-50,Retail
1578,Junior DevOps Engineer,Jenkins|Kubernetes|Prometheus|AWS|Kubernetes|Agile|Grafana,2.0,6.0,30000,38000,USD,Seattle,No,2024-02-02,201-1000,Travel
1579,Data Scientist,Airflow|Agile|Power BI,4.0,7.0,70000,84000,USD,Paris,Hybrid,2024-07-30,51-200,AI/ML
1580,Junior Backend Developer,Go|Docker|Redis,2.0,6.0,28000,39000,EUR,Tokyo,No,02/02/2024,51-200,IoT
1581,Senior Data Scientist,Testing|PyTorch|Scikit-learn|PyTorch|SQL|Python|PyTorch,10.0,13.0,101000,143000,USD,Madrid,No,2024-06-20,51-200,Automotive
1582,DevOps Engineer,Kubernetes|JSON|Ansible,-1.0,5.0,60000,85000,USD,Austin,No,2024-11-19,1-10,Manufacturing
1583,Data Scientist,Testing|Pandas|Linux,3.0,,72000,102000,USD,Paris,No,2023-08-03,51-200,Gaming
1584,HEAD OF DATA,Docker|Spring|Problem-Solving|Python|Scrum,15.0,21.0,140000,194000,USD,Qom,No,2023-08-19,11-50,Biotech
1585,Software Engineer,RabbitMQ|SASS|Problem-Solving|CSS|Tailwind|C#|YAML|CICD,3.0,8.0,61000,82000,USD,Remote,Yes,2023-03-10,51-200,Blockchain
1586,Junior DevOps Engineer,YAML|Ansible|GCP|Ansible|Docker|Agile|Python|Linux,0.0,5.0,30000,40000,USD,Isfahan,No,2023-09-09,51-200,Gaming
1587,Junior Web Developer,C#|Redux|Webpack|HTML|Webpack|Spring,2.0,,1260000000,1560000000,IRR,Munich,No,2023-11-09,11-50,Manufacturing
1588,Engineering Manager,REST API|Linux|FastAPI|JSON|JSON|REST API,-1.0,1.0,130000,163000,EUR,Boston,No,2023-04-03,1000+,AI/ML
1589,Senior ML Engineer,dbt|Python|C#|PyTorch,10.0,12.0,160000,220000,USD,Dubai,Hybrid,2023-08-24,1-10,Education
1590,Junior Frontend Developer,SASS|Vue|Next.js|Next.js|Linux|TypeScript|React|Git,2.0,7.0,30000,43000,USD,Qom,No,2023-06-17,1000+,Media
1591,Senior ML Engineer,,9.0,,111000,135000,USD,Sydney,No,2024-05-17,51-200,Media
1592,Solutions Architect (Senior),Spring|Testing|Python|YAML|PostgreSQL|Spring,9.0,12.0,103000,133000,EUR,San Francisco,Hybrid,2023-12-29,1000+,Education
1593,Data Analyst,Spark|TensorFlow|Power BI|R,4.0,6.0,56000,68000,EUR,Madrid,,2023-11-20,,AI/ML
1594,Junior ML Engineer,Flask|Spark|TensorFlow|dbt|Tableau|LightGBM,2.0,7.0,28000,34000,EUR,Mashhad,Yes,2024-08-10,51-200,AI/ML
1595,Senior Frontend Developer,Linux|Scrum|JavaScript|HTML,10.0,13.0,112000,153000,USD,Austin,No,2023-03-30,201-1000,AI/ML
1596,Solutions Architect,Agile|PostgreSQL|RabbitMQ,2.0,5.0,60000,81000,USD,Madrid,Hybrid,2024-04-03,11-50,InsurTech
1597,VP Engineering,Vue|Svelte|Express,,14.0,130000,185000,EUR,Hamburg,Yes,2023-08-12,201-1000,Travel
1598,Full Stack Developer,Scrum|Webpack|RabbitMQ|Python|React|CSS|REST API|FastAPI,2.0,6.0,72000,88000,USD,Sydney,No,2023-05-01,51-200,Real Estate
1599,Senior DevOps Engineer,AWS|Linux|Nginx|Grafana|Ansible|Ansible|Node.js,6.0,11.0,128000,165000,USD,Boston,No,2023-02-04,,Travel
1600,Junior Backend Developer,C#|Django|Spring|Kafka|Django|MongoDB,1.0,5.0,30000,40000,USD,Shiraz,Yes,2023-09-22,11-50,Real Estate
1601,Database Administrator,JSON|Agile|PostgreSQL|React|Testing|REST API|Webpack,2.0,6.0,2820000000,3510000000,IRR,London,Yes,2023-04-16,1000+,SaaS
1602,Systems Engineer,Kafka|Git|CICD|MySQL|Java|Webpack,2.0,8.0,56000,72000,EUR,Paris,No,2024-08-19,1000+,E-commerce
1603,Full Stack Developer,Problem-Solving|MongoDB|Scrum|Testing|FastAPI|Scrum|Svelte|Kubernetes,3.0,7.0,60000,84000,USD,Isfahan,No,2024-04-07,201-1000,IoT
1604,Junior Web Developer,Webpack|Vue|Svelte,1.0,4.0,32000,42000,USD,Vancouver,Hybrid,2024-11-12,201-1000,AI/ML
1605,Engineering Manager,Django|Flask|CICD|GraphQL|Python|Scrum,13.0,19.0,130000,169000,EUR,San Francisco,Yes,2024-12-12,201-1000,Gaming
1606,Lead Architect,Django|Testing|Vue|Agile|Next.js|Python|REST API|React,12.0,,140000,170000,USD,Sydney,No,2024-01-12,1000+,AdTech
1607,Software Developer Intern,,1.0,,1260000000,1770000000,IRR,Qom,No,2023-06-04,51-200,LegalTech
1608,CTO,REST API|Docker|YAML,10.0,14.0,206000,261000,USD,Seattle,No,2024-07-06,51-200,Automotive
1609,VP Engineering,Vue|JavaScript|YAML|Agile,15.0,19.0,199000,274000,USD,Qom,Yes,2024-11-11,51-200,Healthcare
1610,Tech Lead,JSON|Svelte|Git|Vue,14.0,,130000,154000,EUR,Austin,Hybrid,2024-11-14,1000+,Biotech
1611,DevOps Engineer,Kubernetes|Git|Linux|Linux,5.0,8.0,3000000000,3840000000,IRR,Sydney,No,2024-06-20,51-200,Cloud
1612,Senior Frontend Developer,TypeScript|Linux|CICD|JavaScript|Next.js,8.0,13.0,98000,125000,EUR,Amsterdam,No,2023-03-03,51-200,Cloud
1613,Senior Backend Developer,C#|Testing|MongoDB|Agile|Express|Spring|Go,8.0,14.0,114000,152000,USD,Tabriz,Yes,2023-08-15,201-1000,Education
1614,ML Engineer,TensorFlow|TensorFlow|Python|Tableau|SQL,2.0,8.0,93000,123000,usd,Istanbul,Yes,2023-12-21,11-50,AdTech
1615,Data Scientist,TensorFlow|Tableau|Spark,2.0,8.0,56000,79000,EUR,Tehran,Hybrid,2024-08-15,1-10,IoT
1616,Data Analyst  ,dbt|Python|Pandas|Agile|REST API|PySpark,2.0,7.0,56000,71000,EUR,Boston,Yes,2023-05-20,,Biotech
1617,Frontend Developer,Tailwind|Communication|Redux|CSS,3.0,7.0,69000,85000,USD,New York,Yes,2024-11-26,51-200,InsurTech
1618,Director of Engineering,Scrum|Scrum|Git,12.0,17.0,155000,212000,EUR,San Francisco,,2024-08-27,201-1000,Cybersecurity
1619,Head of Data,YAML|JavaScript|HTML|Linux|JSON,11.0,13.0,155000,214000,EUR,Austin,No,2023-10-23,51-200,Cybersecurity
1620,Junior Backend Developer,Docker|Spring|Docker|REST API|PostgreSQL|CICD|Kafka,1.0,6.0,36000,52000,USD,Amsterdam,Yes,2024-03-29,51-200,Healthcare
1621,backend developer,Redis|Docker|Flask|Docker,4.0,10.0,56000,66000,EUR,Qom,Yes,16/10/2023,,Media
1622,Senior Backend Developer,Redis|Redis|Kubernetes|Express,5.0,10.0,100000,141000,USD,Tabriz,Yes,2023-03-13,51-200,Cybersecurity
1623,Frontend Developer,Vue|YAML|Vue|JavaScript|Vue|Redux|Svelte,3.0,8.0,60000,78000,USD,Boston,Hybrid,2023-12-21,1000+,SaaS
1624,Software Developer Intern,Testing|Express|RabbitMQ|Problem-Solving|Communication|Testing,2.0,7.0,30000,38000,USD,Paris,No,2024-09-22,51-200,Manufacturing
1625,Lead Architect,MongoDB|C#|Git|Webpack|Flask|Spring|Git,11.0,17.0,158000,208000,USD,Shiraz,Hybrid,2023-01-21,201-1000,Logistics
1626,Junior Data Analyst,Pandas|Tableau|CICD|Tableau,2.0,8.0,36000,52000,USD,Berlin,Yes,2024-06-02,,Blockchain
1627,Senior Backend Developer,Redis|RabbitMQ|C#|Node.js|MongoDB|PostgreSQL|Kafka|Testing,5.0,11.0,93000,109000,EUR,Boston,No,2024-05-17,11-50,Automotive
1628,Junior DevOps Engineer,Ansible|Azure|Kubernetes|Linux|Linux|Terraform|Grafana|JSON,1.0,3.0,41000,54000,EUR,Qom,No,2024-04-11,1-10,Healthcare
1629,Senior Full Stack Developer,Kubernetes|C#|Angular|Express|Python,,9.0,100000,139000,USD,Berlin,Yes,2024-02-25,1000+,E-commerce
1630,Solutions Architect (Senior),Redis|JSON|Django|Django,9.0,13.0,141000,200000,USD,Austin,No,2023-10-01,1000+,Healthcare
1631,Tech Lead,Webpack|PostgreSQL|Spring|GraphQL|SASS|Problem-Solving,15.0,18.0,5880000000,7970000000,IRR,Sydney,No,2023-03-10,51-200,Biotech
1632,Junior ML Engineer,Tableau|Pandas|Spark|XGBoost|dbt|Python,0.0,2.0,30000,42000,USD,Tokyo,Yes,2023-06-11,201-1000,Energy
